"Timestamp","Name","Action","ActionLocation"
"23:43","Unknown"," USB  SanDisk 3.2Gen1 SCSI Disk Device(30778997760) named KEN was Inserted",""
"23:43","Unknown"," USB  SanDisk 3.2Gen1 SCSI Disk Device(30778997760) named KEN was Removed",""
